Comunidad autónoma de residencia;Tipo de dato;Gastos medios y distribución porcentual;Grupos de gasto (2 dígitos);Periodo;Total
Total Nacional;Dato base;Gasto medio por unidad de consumo;03 Vestido y calzado;2017;903,03
Total Nacional;Dato base;Gasto medio por unidad de consumo;03 Vestido y calzado;2016;864,80
Total Nacional;Dato base;Gasto medio por unidad de consumo;04 Vivienda, agua, electricidad, gas y otros combustibles;2024;6.516,06
Total Nacional;Dato base;Gasto medio por unidad de consumo;04 Vivienda, agua, electricidad, gas y otros combustibles;2023;6.168,40
Total Nacional;Dato base;Gasto medio por unidad de consumo;04 Vivienda, agua, electricidad, gas y otros combustibles;2022;6.064,46
Total Nacional;Dato base;Gasto medio por unidad de consumo;04 Vivienda, agua, electricidad, gas y otros combustibles;2021;5.834,03
Total Nacional;Dato base;Gasto medio por unidad de consumo;04 Vivienda, agua, electricidad, gas y otros combustibles;2020;5.738,86
Total Nacional;Dato base;Gasto medio por unidad de consumo;04 Vivienda, agua, electricidad, gas y otros combustibles;2019;5.638,54
Total Nacional;Dato base;Gasto medio por unidad de consumo;04 Vivienda, agua, electricidad, gas y otros combustibles;2018;5.494,01
Total Nacional;Dato base;Gasto medio por unidad de consumo;04 Vivienda, agua, electricidad, gas y otros combustibles;2017;5.251,54
Total Nacional;Dato base;Gasto medio por unidad de consumo;04 Vivienda, agua, electricidad, gas y otros combustibles;2016;5.206,26
Total Nacional;Dato base;Gasto medio por unidad de consumo;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2024;752,74
Total Nacional;Dato base;Gasto medio por unidad de consumo;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2023;786,84
Total Nacional;Dato base;Gasto medio por unidad de consumo;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2022;751,66
Total Nacional;Dato base;Gasto medio por unidad de consumo;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2021;740,61
Total Nacional;Dato base;Gasto medio por unidad de consumo;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2020;682,16
Total Nacional;Dato base;Gasto medio por unidad de consumo;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2019;777,51
Total Nacional;Dato base;Gasto medio por unidad de consumo;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2018;801,86
Total Nacional;Dato base;Gasto medio por unidad de consumo;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2017;779,43
Total Nacional;Dato base;Gasto medio por unidad de consumo;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2016;748,27
Total Nacional;Dato base;Gasto medio por unidad de consumo;06 Sanidad;2024;813,74
Total Nacional;Dato base;Gasto medio por unidad de consumo;06 Sanidad;2023;738,86
Total Nacional;Dato base;Gasto medio por unidad de consumo;06 Sanidad;2022;725,43
Total Nacional;Dato base;Gasto medio por unidad de consumo;06 Sanidad;2021;707,38
Total Nacional;Dato base;Gasto medio por unidad de consumo;06 Sanidad;2020;596,56
Total Nacional;Dato base;Gasto medio por unidad de consumo;06 Sanidad;2019;625,04
Total Nacional;Dato base;Gasto medio por unidad de consumo;06 Sanidad;2018;603,41
Total Nacional;Dato base;Gasto medio por unidad de consumo;06 Sanidad;2017;585,67
Total Nacional;Dato base;Gasto medio por unidad de consumo;06 Sanidad;2016;577,17
Total Nacional;Dato base;Gasto medio por unidad de consumo;07 Transporte;2024;2.290,35
Total Nacional;Dato base;Gasto medio por unidad de consumo;07 Transporte;2023;2.244,99
Total Nacional;Dato base;Gasto medio por unidad de consumo;07 Transporte;2022;2.239,77
Total Nacional;Dato base;Gasto medio por unidad de consumo;07 Transporte;2021;1.894,40
Total Nacional;Dato base;Gasto medio por unidad de consumo;07 Transporte;2020;1.633,50
Total Nacional;Dato base;Gasto medio por unidad de consumo;07 Transporte;2019;2.316,08
Total Nacional;Dato base;Gasto medio por unidad de consumo;07 Transporte;2018;2.264,01
Total Nacional;Dato base;Gasto medio por unidad de consumo;07 Transporte;2017;2.189,22
Total Nacional;Dato base;Gasto medio por unidad de consumo;07 Transporte;2016;1.947,13
Total Nacional;Dato base;Gasto medio por unidad de consumo;08 Información y comunicaciones;2024;650,52
Total Nacional;Dato base;Gasto medio por unidad de consumo;08 Información y comunicaciones;2023;623,59
Total Nacional;Dato base;Gasto medio por unidad de consumo;08 Información y comunicaciones;2022;646,30
Total Nacional;Dato base;Gasto medio por unidad de consumo;08 Información y comunicaciones;2021;656,05
Total Nacional;Dato base;Gasto medio por unidad de consumo;08 Información y comunicaciones;2020;659,04
Total Nacional;Dato base;Gasto medio por unidad de consumo;08 Información y comunicaciones;2019;649,06
Total Nacional;Dato base;Gasto medio por unidad de consumo;08 Información y comunicaciones;2018;662,55
Total Nacional;Dato base;Gasto medio por unidad de consumo;08 Información y comunicaciones;2017;646,25
Total Nacional;Dato base;Gasto medio por unidad de consumo;08 Información y comunicaciones;2016;620,45
Total Nacional;Dato base;Gasto medio por unidad de consumo;09 Actividades recreativas, deporte y cultura;2024;999,49
Total Nacional;Dato base;Gasto medio por unidad de consumo;09 Actividades recreativas, deporte y cultura;2023;887,42
Total Nacional;Dato base;Gasto medio por unidad de consumo;09 Actividades recreativas, deporte y cultura;2022;797,02
Total Nacional;Dato base;Gasto medio por unidad de consumo;09 Actividades recreativas, deporte y cultura;2021;653,54
Total Nacional;Dato base;Gasto medio por unidad de consumo;09 Actividades recreativas, deporte y cultura;2020;569,29
Total Nacional;Dato base;Gasto medio por unidad de consumo;09 Actividades recreativas, deporte y cultura;2019;900,04
Total Nacional;Dato base;Gasto medio por unidad de consumo;09 Actividades recreativas, deporte y cultura;2018;891,14
Total Nacional;Dato base;Gasto medio por unidad de consumo;09 Actividades recreativas, deporte y cultura;2017;898,30
Total Nacional;Dato base;Gasto medio por unidad de consumo;09 Actividades recreativas, deporte y cultura;2016;854,82
Total Nacional;Dato base;Gasto medio por unidad de consumo;10 Servicios de educación;2024;326,99
Total Nacional;Dato base;Gasto medio por unidad de consumo;10 Servicios de educación;2023;288,31
Total Nacional;Dato base;Gasto medio por unidad de consumo;10 Servicios de educación;2022;269,26
Total Nacional;Dato base;Gasto medio por unidad de consumo;10 Servicios de educación;2021;254,78
Total Nacional;Dato base;Gasto medio por unidad de consumo;10 Servicios de educación;2020;260,12
Total Nacional;Dato base;Gasto medio por unidad de consumo;10 Servicios de educación;2019;286,14
Total Nacional;Dato base;Gasto medio por unidad de consumo;10 Servicios de educación;2018;274,72
Total Nacional;Dato base;Gasto medio por unidad de consumo;10 Servicios de educación;2017;246,93
Total Nacional;Dato base;Gasto medio por unidad de consumo;10 Servicios de educación;2016;237,77
Total Nacional;Dato base;Gasto medio por unidad de consumo;11 Restaurantes y servicios de alojamiento;2024;1.993,20
Total Nacional;Dato base;Gasto medio por unidad de consumo;11 Restaurantes y servicios de alojamiento;2023;1.963,39
Total Nacional;Dato base;Gasto medio por unidad de consumo;11 Restaurantes y servicios de alojamiento;2022;1.731,09
Total Nacional;Dato base;Gasto medio por unidad de consumo;11 Restaurantes y servicios de alojamiento;2021;1.336,10
Total Nacional;Dato base;Gasto medio por unidad de consumo;11 Restaurantes y servicios de alojamiento;2020;1.041,33
Total Nacional;Dato base;Gasto medio por unidad de consumo;11 Restaurantes y servicios de alojamiento;2019;1.751,94
Total Nacional;Dato base;Gasto medio por unidad de consumo;11 Restaurantes y servicios de alojamiento;2018;1.756,73
Total Nacional;Dato base;Gasto medio por unidad de consumo;11 Restaurantes y servicios de alojamiento;2017;1.789,00
Total Nacional;Dato base;Gasto medio por unidad de consumo;11 Restaurantes y servicios de alojamiento;2016;1.655,88
Total Nacional;Dato base;Gasto medio por unidad de consumo;12 Seguros y servicios financieros;2024;750,08
Total Nacional;Dato base;Gasto medio por unidad de consumo;12 Seguros y servicios financieros;2023;689,96
Total Nacional;Dato base;Gasto medio por unidad de consumo;12 Seguros y servicios financieros;2022;675,23
Total Nacional;Dato base;Gasto medio por unidad de consumo;12 Seguros y servicios financieros;2021;654,88
Total Nacional;Dato base;Gasto medio por unidad de consumo;12 Seguros y servicios financieros;2020;640,13
Total Nacional;Dato base;Gasto medio por unidad de consumo;12 Seguros y servicios financieros;2019;636,03
Total Nacional;Dato base;Gasto medio por unidad de consumo;12 Seguros y servicios financieros;2018;628,32
Total Nacional;Dato base;Gasto medio por unidad de consumo;12 Seguros y servicios financieros;2017;613,18
Total Nacional;Dato base;Gasto medio por unidad de consumo;12 Seguros y servicios financieros;2016;609,74
Total Nacional;Dato base;Gasto medio por unidad de consumo;13 Cuidado personal, protección social, y bienes y servicios diversos;2024;725,69
Total Nacional;Dato base;Gasto medio por unidad de consumo;13 Cuidado personal, protección social, y bienes y servicios diversos;2023;735,92
Total Nacional;Dato base;Gasto medio por unidad de consumo;13 Cuidado personal, protección social, y bienes y servicios diversos;2022;710,88
Total Nacional;Dato base;Gasto medio por unidad de consumo;13 Cuidado personal, protección social, y bienes y servicios diversos;2021;642,96
Total Nacional;Dato base;Gasto medio por unidad de consumo;13 Cuidado personal, protección social, y bienes y servicios diversos;2020;609,97
Total Nacional;Dato base;Gasto medio por unidad de consumo;13 Cuidado personal, protección social, y bienes y servicios diversos;2019;722,58
Total Nacional;Dato base;Gasto medio por unidad de consumo;13 Cuidado personal, protección social, y bienes y servicios diversos;2018;736,57
Total Nacional;Dato base;Gasto medio por unidad de consumo;13 Cuidado personal, protección social, y bienes y servicios diversos;2017;728,86
Total Nacional;Dato base;Gasto medio por unidad de consumo;13 Cuidado personal, protección social, y bienes y servicios diversos;2016;703,86
Total Nacional;Dato base;Distribución porcentual;Índice general;2024;100,00
Total Nacional;Dato base;Distribución porcentual;Índice general;2023;100,00
Total Nacional;Dato base;Distribución porcentual;Índice general;2022;100,00
Total Nacional;Dato base;Distribución porcentual;Índice general;2021;100,00
Total Nacional;Dato base;Distribución porcentual;Índice general;2020;100,00
Total Nacional;Dato base;Distribución porcentual;Índice general;2019;100,00
Total Nacional;Dato base;Distribución porcentual;Índice general;2018;100,00
Total Nacional;Dato base;Distribución porcentual;Índice general;2017;100,00
Total Nacional;Dato base;Distribución porcentual;Índice general;2016;100,00
Total Nacional;Dato base;Distribución porcentual;01 Alimentos y bebidas no alcohólicas;2024;15,83
Total Nacional;Dato base;Distribución porcentual;01 Alimentos y bebidas no alcohólicas;2023;16,36
Total Nacional;Dato base;Distribución porcentual;01 Alimentos y bebidas no alcohólicas;2022;16,08
Total Nacional;Dato base;Distribución porcentual;01 Alimentos y bebidas no alcohólicas;2021;16,53
Total Nacional;Dato base;Distribución porcentual;01 Alimentos y bebidas no alcohólicas;2020;16,97
Total Nacional;Dato base;Distribución porcentual;01 Alimentos y bebidas no alcohólicas;2019;14,17
Total Nacional;Dato base;Distribución porcentual;01 Alimentos y bebidas no alcohólicas;2018;14,14
Total Nacional;Dato base;Distribución porcentual;01 Alimentos y bebidas no alcohólicas;2017;14,08
Total Nacional;Dato base;Distribución porcentual;01 Alimentos y bebidas no alcohólicas;2016;14,62
Total Nacional;Dato base;Distribución porcentual;02 Bebidas alcohólicas, tabaco y estupefacientes;2024;1,31
Total Nacional;Dato base;Distribución porcentual;02 Bebidas alcohólicas, tabaco y estupefacientes;2023;1,45
Total Nacional;Dato base;Distribución porcentual;02 Bebidas alcohólicas, tabaco y estupefacientes;2022;1,52
Total Nacional;Dato base;Distribución porcentual;02 Bebidas alcohólicas, tabaco y estupefacientes;2021;1,70
Total Nacional;Dato base;Distribución porcentual;02 Bebidas alcohólicas, tabaco y estupefacientes;2020;1,89
Total Nacional;Dato base;Distribución porcentual;02 Bebidas alcohólicas, tabaco y estupefacientes;2019;1,70
Total Nacional;Dato base;Distribución porcentual;02 Bebidas alcohólicas, tabaco y estupefacientes;2018;1,73
Total Nacional;Dato base;Distribución porcentual;02 Bebidas alcohólicas, tabaco y estupefacientes;2017;1,83
Total Nacional;Dato base;Distribución porcentual;02 Bebidas alcohólicas, tabaco y estupefacientes;2016;1,90
Total Nacional;Dato base;Distribución porcentual;03 Vestido y calzado;2024;4,21
Total Nacional;Dato base;Distribución porcentual;03 Vestido y calzado;2023;4,05
Total Nacional;Dato base;Distribución porcentual;03 Vestido y calzado;2022;3,88
Total Nacional;Dato base;Distribución porcentual;03 Vestido y calzado;2021;3,94
Total Nacional;Dato base;Distribución porcentual;03 Vestido y calzado;2020;3,74
Total Nacional;Dato base;Distribución porcentual;03 Vestido y calzado;2019;4,69
Total Nacional;Dato base;Distribución porcentual;03 Vestido y calzado;2018;4,90
Total Nacional;Dato base;Distribución porcentual;03 Vestido y calzado;2017;5,19
Total Nacional;Dato base;Distribución porcentual;03 Vestido y calzado;2016;5,15
Total Nacional;Dato base;Distribución porcentual;04 Vivienda, agua, electricidad, gas y otros combustibles;2024;32,40
Total Nacional;Dato base;Distribución porcentual;04 Vivienda, agua, electricidad, gas y otros combustibles;2023;31,87
Total Nacional;Dato base;Distribución porcentual;04 Vivienda, agua, electricidad, gas y otros combustibles;2022;32,59
Total Nacional;Dato base;Distribución porcentual;04 Vivienda, agua, electricidad, gas y otros combustibles;2021;33,95
Total Nacional;Dato base;Distribución porcentual;04 Vivienda, agua, electricidad, gas y otros combustibles;2020;35,74
Total Nacional;Dato base;Distribución porcentual;04 Vivienda, agua, electricidad, gas y otros combustibles;2019;31,31
Total Nacional;Dato base;Distribución porcentual;04 Vivienda, agua, electricidad, gas y otros combustibles;2018;30,84
Total Nacional;Dato base;Distribución porcentual;04 Vivienda, agua, electricidad, gas y otros combustibles;2017;30,18
Total Nacional;Dato base;Distribución porcentual;04 Vivienda, agua, electricidad, gas y otros combustibles;2016;30,98
Total Nacional;Dato base;Distribución porcentual;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2024;3,74
Total Nacional;Dato base;Distribución porcentual;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2023;4,06
Total Nacional;Dato base;Distribución porcentual;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2022;4,04
Total Nacional;Dato base;Distribución porcentual;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2021;4,31
Total Nacional;Dato base;Distribución porcentual;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2020;4,25
